emp_no,dept_no,from_date,to_date
67923,d007,1986-04-20,1990-09-23
67924,d002,1995-02-17,9999-01-01
67925,d009,1992-01-13,9999-01-01
67926,d004,1990-12-30,9999-01-01
67927,d005,1990-04-03,9999-01-01
67928,d004,1996-06-03,9999-01-01
67929,d005,1993-10-05,9999-01-01
67930,d005,2001-03-18,2002-07-19
67930,d008,1997-10-10,2001-03-18
67931,d005,1985-02-20,9999-01-01
67932,d005,1993-02-16,9999-01-01
67933,d004,1997-02-28,9999-01-01
67934,d004,1985-03-07,9999-01-01
67935,d005,1998-09-12,9999-01-01
67936,d009,1990-05-15,9999-01-01
67937,d004,1987-06-09,9999-01-01
67938,d005,1996-02-14,1998-04-11
67938,d008,1998-04-11,1998-07-18
67939,d006,1995-02-22,9999-01-01
67940,d005,1988-12-06,9999-01-01
67941,d002,1994-01-01,2001-09-28
67942,d006,1988-08-27,9999-01-01
67943,d006,1993-04-28,9999-01-01
67944,d004,1989-03-11,9999-01-01
67945,d004,1987-10-24,1991-09-14
67946,d003,1987-01-12,9999-01-01
67947,d007,1992-01-30,1995-06-20
67948,d004,2000-12-26,9999-01-01
67948,d008,1987-06-30,2000-12-26
67949,d004,1988-07-08,2001-04-26
67950,d007,1985-10-20,9999-01-01
67951,d004,1998-12-16,9999-01-01
67952,d006,1992-05-03,9999-01-01
67953,d001,1985-09-25,9999-01-01
67954,d004,1992-10-11,9999-01-01
67955,d007,1998-05-19,1998-10-20
67956,d001,1993-03-16,1998-10-13
67956,d007,1985-08-05,1993-03-16
67957,d004,1993-02-09,9999-01-01
67958,d005,1998-07-16,9999-01-01
67959,d007,1998-03-18,9999-01-01
67960,d004,1998-08-07,9999-01-01
67961,d009,1998-09-22,9999-01-01
67962,d004,1985-12-21,9999-01-01
67963,d005,1993-12-17,9999-01-01
67964,d004,1998-10-02,1999-10-23
67964,d006,1999-10-23,1999-11-06
67965,d006,1999-12-11,9999-01-01
67966,d007,1992-12-23,9999-01-01
67967,d005,1987-11-11,9999-01-01
67968,d007,1994-07-21,9999-01-01
67969,d009,1991-01-10,9999-01-01
67970,d002,1985-03-23,2001-08-08
67971,d004,1985-10-28,9999-01-01
67972,d004,1995-09-06,9999-01-01
67973,d005,1996-10-16,9999-01-01
67974,d004,1993-02-19,9999-01-01
67975,d004,1993-07-05,2002-06-20
67975,d006,2002-06-20,9999-01-01
67976,d007,1999-11-22,9999-01-01
67977,d005,1996-01-07,9999-01-01
67978,d007,1993-12-20,1995-08-27
67979,d001,1993-10-28,9999-01-01
67980,d007,1994-11-16,9999-01-01
67981,d005,1993-08-10,9999-01-01
67982,d003,1989-11-21,9999-01-01
67983,d004,1996-10-01,1997-03-21
67983,d009,1997-03-21,9999-01-01
67984,d006,1991-03-20,9999-01-01
67985,d005,1991-04-02,9999-01-01
67986,d005,1987-06-25,1991-07-01
67987,d001,1998-09-26,9999-01-01
67988,d003,1996-11-29,9999-01-01
67989,d003,1986-12-23,9999-01-01
67990,d009,1986-12-27,9999-01-01
67991,d005,1987-11-03,9999-01-01
67992,d005,1994-07-30,9999-01-01
67993,d007,1994-12-28,9999-01-01
67994,d004,1999-05-06,9999-01-01
67994,d005,1991-11-02,1999-05-06
67995,d004,1992-06-10,1997-10-24
67996,d001,1999-07-29,9999-01-01
67997,d005,1988-03-06,2001-03-04
67998,d005,1989-11-04,9999-01-01
67999,d007,1985-07-28,9999-01-01
68000,d004,1995-12-12,9999-01-01
68001,d005,1986-12-12,9999-01-01
68002,d005,1987-05-12,9999-01-01
68003,d005,1988-11-21,9999-01-01
68004,d004,1988-03-21,1988-11-30
68004,d005,1986-10-22,1988-03-21
68005,d005,1989-06-08,9999-01-01
68006,d007,1986-06-16,1988-10-05
68007,d004,1989-11-24,9999-01-01
68008,d005,1997-05-03,9999-01-01
68009,d005,1994-08-15,9999-01-01
68010,d006,1987-10-25,9999-01-01
68011,d004,1993-03-09,9999-01-01
68012,d005,1996-03-07,9999-01-01
68013,d004,1990-10-26,9999-01-01
68013,d008,1986-08-28,1990-10-26
68014,d002,1988-08-18,9999-01-01
68015,d008,1986-07-04,1993-02-17
68016,d003,1995-03-26,9999-01-01
68017,d004,1985-06-14,9999-01-01
68018,d004,1990-05-09,9999-01-01
68019,d009,1989-11-18,9999-01-01
68020,d006,1998-05-12,9999-01-01
68021,d007,1985-09-17,1999-11-10
68022,d009,1995-05-07,1999-06-26
68023,d004,1991-04-28,1998-08-11
68023,d006,1998-08-11,9999-01-01
68024,d004,1991-08-14,9999-01-01
68025,d001,1988-08-27,9999-01-01
68026,d005,1990-01-07,9999-01-01
68027,d004,1985-05-30,9999-01-01
68028,d007,1985-09-29,9999-01-01
68029,d005,1998-01-11,1998-06-02
68030,d005,1999-01-02,9999-01-01
68031,d001,2000-03-02,9999-01-01
68031,d007,1991-09-26,2000-03-02
68032,d007,1986-09-27,9999-01-01
68033,d004,1989-07-01,2001-03-15
68034,d008,1986-04-09,9999-01-01
68035,d004,1993-03-08,9999-01-01
68036,d005,1996-04-01,1996-10-31
68037,d004,1990-02-10,9999-01-01
68038,d007,1993-11-01,9999-01-01
68039,d004,1989-12-17,9999-01-01
68040,d007,1996-05-03,9999-01-01
68041,d004,1997-05-08,2001-11-22
68041,d006,2001-11-22,9999-01-01
68042,d005,1987-11-14,1996-02-27
68043,d009,1988-10-21,1995-05-20
68044,d005,1996-12-14,9999-01-01
68045,d005,1995-03-15,9999-01-01
68046,d006,1994-09-20,9999-01-01
68047,d004,1997-11-01,9999-01-01
68048,d003,1990-01-24,9999-01-01
68049,d007,1987-10-07,9999-01-01
68050,d002,1996-01-28,2000-09-08
68051,d001,1999-09-21,9999-01-01
68051,d003,1986-06-13,1999-09-21
68052,d004,1991-01-19,9999-01-01
68053,d004,1999-03-26,9999-01-01
68054,d004,1988-04-01,1999-01-03
68055,d004,1986-01-03,9999-01-01
68056,d002,1996-04-10,9999-01-01
68057,d006,1992-06-12,9999-01-01
68058,d005,1994-12-23,9999-01-01
68059,d009,1986-04-12,9999-01-01
68060,d004,1996-10-27,9999-01-01
68060,d005,1995-04-23,1996-10-27
68061,d007,1996-10-08,9999-01-01
68062,d004,1996-09-05,2001-03-04
68063,d004,1989-04-05,9999-01-01
68064,d002,1992-05-21,9999-01-01
68065,d007,1999-11-05,9999-01-01
68066,d004,1996-06-09,2000-03-01
68067,d005,1996-07-24,9999-01-01
68068,d005,1989-01-05,9999-01-01
68069,d005,1986-07-31,1997-05-05
68070,d007,1989-03-17,1993-01-15
68070,d009,1993-01-15,9999-01-01
68071,d007,1988-06-26,1990-01-17
68072,d004,1998-08-04,9999-01-01
68073,d004,1992-10-08,9999-01-01
68074,d005,1995-12-23,9999-01-01
68075,d005,1992-10-16,9999-01-01
68076,d003,1999-02-01,9999-01-01
68077,d004,1995-01-26,9999-01-01
68078,d004,1993-09-01,9999-01-01
68079,d003,1988-06-25,1994-10-23
68080,d003,1986-06-29,1989-01-22
68081,d004,1989-05-01,9999-01-01
68081,d008,1988-03-02,1989-05-01
68082,d006,1999-07-07,9999-01-01
68083,d001,1994-12-11,9999-01-01
68084,d005,1994-11-02,9999-01-01
68085,d005,1994-09-12,9999-01-01
68086,d007,1985-07-30,9999-01-01
68087,d005,1994-08-23,9999-01-01
68088,d006,1998-01-08,9999-01-01
68089,d002,1993-01-25,1994-03-14
68090,d005,1999-11-12,9999-01-01
68091,d005,1997-09-29,1998-05-21
68091,d008,1998-05-21,9999-01-01
68092,d007,1989-07-27,9999-01-01
68093,d006,1993-01-28,9999-01-01
68094,d004,1990-03-01,9999-01-01
68095,d007,1985-03-23,9999-01-01
68096,d001,1988-09-21,9999-01-01
68097,d005,1989-04-25,1989-06-08
68098,d005,1995-05-29,9999-01-01
68099,d008,1987-07-29,1998-04-03
68100,d004,1999-12-23,2001-08-11
68100,d009,2001-08-11,9999-01-01
68101,d006,1987-06-03,9999-01-01
68102,d005,1996-10-07,9999-01-01
68103,d009,1994-09-06,9999-01-01
68104,d005,1993-03-14,9999-01-01
68105,d005,1988-07-01,9999-01-01
68106,d005,1997-04-02,9999-01-01
68107,d005,1998-04-21,9999-01-01
68108,d009,1998-01-23,1999-02-13
68109,d005,1992-07-23,9999-01-01
68110,d004,1993-10-05,1998-09-23
68110,d009,1998-09-23,9999-01-01
68111,d004,1992-05-04,9999-01-01
68112,d004,1999-05-05,9999-01-01
68113,d008,1992-04-30,1996-06-11
68114,d005,1989-11-23,1999-01-09
68115,d009,1997-04-16,9999-01-01
68116,d007,1993-12-30,9999-01-01
68117,d005,1994-08-13,9999-01-01
68118,d002,1985-11-21,9999-01-01
68119,d004,1994-05-16,1995-07-07
68120,d005,1986-08-26,9999-01-01
68121,d004,2001-06-17,9999-01-01
68121,d005,1997-04-22,2001-06-17
68122,d005,1994-02-20,9999-01-01
68123,d007,1996-04-06,9999-01-01
68124,d003,1987-03-09,9999-01-01
68125,d004,1986-02-07,9999-01-01
68126,d007,1994-08-31,9999-01-01
68127,d002,1995-10-19,2001-01-15
68128,d002,1987-10-04,9999-01-01
68129,d007,1991-05-29,9999-01-01
68130,d005,1994-10-28,1996-02-05
68131,d004,1993-05-08,9999-01-01
68131,d006,1990-10-29,1993-05-08
68132,d004,1991-06-04,9999-01-01
68133,d004,1987-01-18,9999-01-01
68134,d001,1986-03-24,9999-01-01
68135,d004,1988-01-19,9999-01-01
68136,d005,1990-12-05,9999-01-01
68137,d007,1999-03-12,9999-01-01
68138,d004,1994-08-04,9999-01-01
68139,d002,1995-11-18,1996-08-11
68139,d007,1996-08-11,1997-02-17
68140,d007,1998-12-06,9999-01-01
68141,d007,1990-05-22,9999-01-01
68142,d007,1989-10-12,9999-01-01
68143,d004,1986-04-14,1997-07-01
68144,d005,1985-03-12,9999-01-01
68145,d009,1995-07-17,9999-01-01
68146,d006,1993-09-29,9999-01-01
68147,d005,1998-01-31,9999-01-01
68148,d005,2001-05-02,9999-01-01
68148,d009,1991-08-25,2001-05-02
68149,d007,1998-09-28,9999-01-01
68150,d005,1998-07-24,9999-01-01
68151,d005,1994-06-19,9999-01-01
68152,d005,1988-05-26,1990-04-12
68153,d005,1991-11-13,9999-01-01
68154,d006,1999-12-10,9999-01-01
68155,d005,1995-03-26,1999-05-23
68156,d005,1992-01-12,2001-05-14
68156,d008,2001-05-14,9999-01-01
68157,d002,1993-04-22,9999-01-01
68158,d005,1998-11-24,9999-01-01
68159,d004,1989-12-09,9999-01-01
68160,d002,1992-04-01,9999-01-01
68161,d009,1987-08-09,9999-01-01
68162,d004,1995-04-06,9999-01-01
68163,d004,1996-02-27,1997-01-31
68164,d004,2001-05-20,9999-01-01
68164,d006,1999-05-04,2001-05-20
68165,d007,1994-06-17,2001-07-11
68166,d007,1996-11-04,9999-01-01
68167,d008,1998-01-02,9999-01-01
68168,d009,1987-03-18,1996-12-31
68169,d002,1993-04-08,9999-01-01
68170,d004,1986-11-30,9999-01-01
68171,d007,1993-07-12,9999-01-01
68172,d004,1996-07-03,9999-01-01
68172,d005,1991-01-18,1996-07-03
68173,d009,1987-05-20,9999-01-01
68174,d004,1990-06-19,9999-01-01
68175,d005,1985-09-14,1997-07-07
68176,d004,1993-11-02,9999-01-01
68177,d005,1990-05-11,9999-01-01
68178,d002,1986-07-31,9999-01-01
68179,d004,1985-08-13,9999-01-01
68180,d007,1992-11-26,9999-01-01
68181,d004,1999-09-11,2001-01-16
68182,d005,1989-09-10,9999-01-01
68183,d004,1997-10-22,2000-02-17
68183,d009,2000-02-17,9999-01-01
68184,d005,1985-11-07,9999-01-01
68185,d002,1996-12-25,9999-01-01
68186,d005,1992-03-21,1999-11-29
68187,d003,1991-12-19,9999-01-01
68188,d002,1999-10-22,9999-01-01
68189,d005,1991-12-30,9999-01-01
68190,d001,1994-06-07,9999-01-01
68191,d002,1986-10-19,9999-01-01
68192,d004,1999-01-21,1999-03-10
68192,d009,1999-03-10,9999-01-01
68193,d004,1991-11-24,1997-07-28
68194,d007,1989-10-13,9999-01-01
68195,d009,1996-07-05,9999-01-01
68196,d004,1998-06-17,9999-01-01
68197,d007,1990-10-01,9999-01-01
68198,d004,1995-03-24,9999-01-01
68199,d004,1992-03-23,9999-01-01
68200,d004,1995-06-13,9999-01-01
68200,d005,1988-12-05,1995-06-13
68201,d005,1993-05-12,2001-02-02
68202,d009,1996-02-25,9999-01-01
68203,d005,1995-07-19,2002-05-31
68204,d009,1986-07-19,9999-01-01
68205,d005,1996-12-02,9999-01-01
68206,d008,1989-09-21,9999-01-01
68207,d006,1993-10-23,9999-01-01
68208,d007,1993-06-15,9999-01-01
68209,d005,1993-01-10,9999-01-01
68210,d001,1998-12-17,9999-01-01
68210,d007,1988-04-29,1998-12-17
68211,d001,1986-08-24,9999-01-01
68212,d005,1991-10-28,1996-11-23
68213,d003,1987-05-08,9999-01-01
68214,d005,1996-10-05,9999-01-01
68215,d003,1996-02-27,9999-01-01
68216,d004,1991-07-23,9999-01-01
68217,d005,1988-10-06,9999-01-01
68218,d004,1987-08-05,9999-01-01
68219,d004,1993-05-27,9999-01-01
68220,d007,1993-05-22,2002-05-20
68221,d004,1999-10-25,9999-01-01
68221,d005,1999-09-01,1999-10-25
68222,d006,1993-10-07,9999-01-01
68223,d003,1991-11-29,9999-01-01
68224,d005,1991-03-10,1996-12-07
68225,d002,1989-01-28,9999-01-01
68226,d003,1986-03-27,1986-05-16
68227,d008,1999-08-03,9999-01-01
68228,d004,1996-01-23,9999-01-01
68229,d004,1995-05-07,9999-01-01
68230,d004,1991-10-30,2001-10-05
68230,d006,2001-10-05,9999-01-01
68231,d005,1993-10-10,9999-01-01
68232,d004,1999-11-30,9999-01-01
68233,d006,1985-07-27,9999-01-01
68234,d005,1993-01-08,2000-08-27
68235,d007,1985-02-13,9999-01-01
68236,d004,1987-07-29,9999-01-01
68237,d007,1994-02-18,9999-01-01
68238,d004,1986-08-14,9999-01-01
68239,d001,1999-09-09,9999-01-01
68240,d005,2001-10-21,9999-01-01
68240,d009,1999-08-03,2001-10-21
68241,d005,1998-08-20,9999-01-01
68242,d007,1997-07-09,9999-01-01
68243,d004,1989-12-03,1991-05-11
68244,d007,1992-01-16,9999-01-01
68245,d001,1986-12-14,9999-01-01
68246,d005,1992-01-10,1995-01-25
68247,d006,1999-02-06,9999-01-01
68248,d009,1990-06-10,1993-06-06
68249,d009,1990-04-14,9999-01-01
68250,d005,1986-12-24,1994-09-03
68251,d004,1992-05-26,9999-01-01
68251,d008,1985-07-23,1992-05-26
68252,d004,1986-12-12,9999-01-01
68253,d009,1993-01-23,9999-01-01
68254,d009,1992-03-09,9999-01-01
68255,d006,1997-02-10,9999-01-01
68256,d002,1993-08-21,9999-01-01
68257,d005,1996-10-02,1998-01-28
68258,d006,1988-04-26,9999-01-01
68259,d007,1998-04-01,9999-01-01
68260,d002,1997-08-12,9999-01-01
68260,d003,1994-07-06,1997-08-12
68261,d004,1986-01-15,9999-01-01
68262,d003,1996-03-29,9999-01-01
68263,d007,1991-12-19,1993-07-11
68264,d006,1995-03-17,2000-09-12
68265,d004,1997-05-30,9999-01-01
68266,d005,1991-06-29,9999-01-01
68267,d007,1985-08-26,9999-01-01
68268,d004,1987-04-09,9999-01-01
68269,d005,1986-10-31,1996-08-22
68269,d008,1996-08-22,9999-01-01
68270,d006,1994-01-19,9999-01-01
68271,d004,1995-02-07,9999-01-01
68272,d004,1997-10-31,9999-01-01
68273,d002,2000-01-12,2001-08-21
68274,d005,1989-03-26,1996-02-10
68275,d004,1993-06-13,9999-01-01
68276,d005,1986-03-21,1990-05-27
68277,d005,1996-01-05,2000-08-21
68277,d008,2000-08-21,9999-01-01
68278,d005,1989-09-05,9999-01-01
68279,d005,1991-10-30,1992-03-04
68280,d007,1990-12-02,9999-01-01
68281,d005,1986-06-11,9999-01-01
68282,d005,1996-12-18,9999-01-01
68283,d009,1996-09-23,1999-02-12
68284,d005,1998-10-11,9999-01-01
68285,d005,1995-12-29,9999-01-01
68286,d004,1993-05-07,2001-01-26
68287,d004,1999-03-26,9999-01-01
68288,d001,1999-12-17,9999-01-01
68288,d003,1997-12-16,1999-12-17
68289,d003,1996-03-04,9999-01-01
68290,d002,1995-05-25,1999-06-29
68291,d005,1989-08-27,9999-01-01
68292,d007,1987-07-19,9999-01-01
68293,d005,1987-09-20,9999-01-01
68294,d004,1991-03-28,1994-12-11
68295,d005,1991-12-22,9999-01-01
68296,d007,1989-01-29,1997-04-23
68297,d003,1999-07-25,9999-01-01
68298,d001,1997-01-17,9999-01-01
68299,d005,1990-10-30,2000-12-09
68299,d008,2000-12-09,9999-01-01
68300,d007,1989-07-05,9999-01-01
68301,d004,1985-03-16,9999-01-01
68302,d001,1991-04-07,9999-01-01
68303,d004,1995-01-17,9999-01-01
68304,d007,1990-04-13,1990-09-21
68305,d008,1995-06-23,9999-01-01
68306,d003,1991-10-04,9999-01-01
68307,d004,1995-07-06,9999-01-01
68308,d005,1999-03-10,2001-05-24
68309,d004,2001-10-27,9999-01-01
68309,d006,1999-12-06,2001-10-27
68310,d004,1991-10-01,9999-01-01
68311,d008,1986-08-05,9999-01-01
68312,d005,1989-10-20,1990-08-07
68313,d006,1992-07-20,9999-01-01
68314,d007,1994-12-08,9999-01-01
68315,d007,1999-06-21,9999-01-01
68316,d006,1997-12-08,9999-01-01
68317,d001,1990-11-23,2001-11-18
68317,d007,2001-11-18,9999-01-01
68318,d004,1993-08-13,9999-01-01
68319,d004,1992-07-01,1999-08-01
68320,d008,1995-08-05,9999-01-01
68321,d005,1986-09-22,9999-01-01
68322,d004,1991-01-21,9999-01-01
68323,d009,1998-02-25,9999-01-01
68324,d009,1990-05-02,9999-01-01
68325,d004,1999-11-20,9999-01-01
68326,d009,1985-07-10,9999-01-01
68327,d002,1993-03-16,2000-10-24
68327,d007,2000-10-24,9999-01-01
68328,d008,1986-10-15,1989-06-27
68329,d007,1991-04-29,9999-01-01
68330,d005,1988-09-06,9999-01-01
68331,d001,1988-06-26,9999-01-01
68332,d007,1987-05-14,1993-02-09
68333,d002,1990-04-11,9999-01-01
68334,d009,2000-01-09,9999-01-01
68335,d004,1987-01-12,9999-01-01
68336,d004,1985-09-25,1990-05-31
68337,d004,2000-04-03,9999-01-01
68337,d005,2000-01-22,2000-04-03
68338,d007,1987-01-17,9999-01-01
68339,d005,1989-06-11,1998-02-28
68340,d005,1999-11-22,9999-01-01
68341,d005,1991-05-18,9999-01-01
68342,d007,1997-10-02,9999-01-01
68343,d006,1987-12-23,9999-01-01
68344,d004,1985-12-06,9999-01-01
68345,d009,1991-09-14,9999-01-01
68346,d003,1987-12-07,1988-09-09
68347,d007,1996-04-11,1996-08-07
68347,d009,1996-08-07,9999-01-01
68348,d005,1989-08-02,9999-01-01
68349,d004,1999-02-27,9999-01-01
68350,d005,1985-02-28,9999-01-01
68351,d004,1994-09-24,2002-01-30
68352,d001,1999-12-09,9999-01-01
68353,d006,1999-03-28,9999-01-01
68354,d004,1995-05-29,9999-01-01
68355,d007,1996-12-10,9999-01-01
68356,d001,1998-04-03,2000-01-08
68356,d009,2000-01-08,9999-01-01
68357,d002,1987-11-28,9999-01-01
68358,d006,1995-04-11,1999-06-03
68359,d007,1986-05-27,1996-10-08
68360,d007,1985-02-05,9999-01-01
68361,d005,1999-11-02,9999-01-01
68362,d004,1994-08-24,9999-01-01
68363,d002,1988-02-25,9999-01-01
68364,d004,1990-05-09,9999-01-01
68365,d007,1986-01-26,9999-01-01
68366,d004,1999-08-11,2000-06-02
68366,d009,2000-06-02,2000-06-26
68367,d008,1989-02-27,9999-01-01
68368,d009,1993-08-24,9999-01-01
68369,d002,1985-11-13,9999-01-01
68370,d007,1994-11-21,9999-01-01
68371,d008,1992-02-24,9999-01-01
68372,d001,1997-01-17,9999-01-01
68373,d007,1993-05-30,9999-01-01
68374,d002,1988-02-11,9999-01-01
68375,d001,1999-09-27,2001-09-22
68375,d007,1991-11-08,1999-09-27
68376,d004,1997-07-21,9999-01-01
68377,d005,1995-11-04,9999-01-01
68378,d002,1985-04-14,1999-01-14
68379,d007,1989-01-23,9999-01-01
68380,d006,1999-02-02,9999-01-01
68381,d007,1985-03-11,9999-01-01
68382,d004,1992-10-17,2001-07-14
68383,d007,1987-04-06,9999-01-01
68384,d001,1997-03-06,9999-01-01
68385,d005,1993-01-10,2000-02-09
68385,d008,2000-02-09,9999-01-01
68386,d008,1986-02-27,9999-01-01
68387,d003,1998-06-15,9999-01-01
68388,d007,1994-06-15,1995-09-27
68389,d005,1998-01-06,2001-12-07
68390,d006,1999-06-07,9999-01-01
68391,d002,1999-07-06,9999-01-01
68392,d002,1991-07-15,9999-01-01
68393,d004,1993-01-27,9999-01-01
68394,d004,1991-12-12,1999-07-21
68394,d009,1999-07-21,9999-01-01
68395,d002,1992-06-02,9999-01-01
68396,d005,1995-05-31,2001-07-13
68397,d004,1995-07-31,9999-01-01
68398,d004,1995-07-07,9999-01-01
68399,d002,1991-11-30,9999-01-01
68400,d007,1991-10-29,9999-01-01
68401,d004,1990-11-18,9999-01-01
68402,d004,1995-11-10,9999-01-01
68403,d005,1986-05-17,1991-05-10
68403,d008,1991-05-10,9999-01-01
68404,d007,1988-07-19,1999-06-25
68405,d003,1996-05-18,9999-01-01
68406,d003,1986-04-14,9999-01-01
68407,d007,1988-02-25,9999-01-01
68408,d004,1993-06-24,1998-10-07
68409,d004,1990-08-20,1993-04-03
68410,d002,1989-12-25,9999-01-01
68411,d003,1997-05-09,9999-01-01
68412,d009,1999-11-22,2001-12-14
68413,d007,1989-03-26,1998-07-05
68413,d009,1998-07-05,9999-01-01
68414,d005,1994-07-23,9999-01-01
68415,d001,1993-08-09,9999-01-01
68416,d004,1990-11-08,9999-01-01
68417,d001,1996-08-29,9999-01-01
68418,d005,1988-05-29,1991-03-04
68419,d002,1998-07-01,9999-01-01
68420,d005,1991-02-18,9999-01-01
68421,d004,1991-01-28,9999-01-01
68422,d004,1988-09-15,1989-01-25
68423,d004,1997-04-22,9999-01-01
68424,d004,1990-10-28,1997-01-14
68424,d008,1987-05-28,1990-10-28
68425,d005,1991-07-17,9999-01-01
68426,d008,1989-08-01,9999-01-01
68427,d005,1987-01-01,1995-01-22
68428,d005,1991-08-19,9999-01-01
68429,d001,1990-06-08,9999-01-01
68430,d006,1986-12-02,9999-01-01
68431,d005,1993-09-17,1998-01-05
68432,d008,1987-11-20,9999-01-01
68433,d002,1991-08-24,1995-01-03
68433,d003,1995-01-03,9999-01-01
68434,d007,1992-12-24,1997-02-18
68435,d005,1986-09-20,9999-01-01
68436,d003,1989-08-27,9999-01-01
68437,d008,1988-07-16,9999-01-01
68438,d004,1989-09-04,9999-01-01
68439,d004,1997-04-28,9999-01-01
68440,d004,1992-12-12,9999-01-01
68441,d004,1989-03-25,9999-01-01
68441,d005,1989-01-23,1989-03-25
68442,d002,1993-10-18,9999-01-01
68443,d008,1990-04-05,1994-09-24
68444,d004,1995-02-05,9999-01-01
68445,d004,1993-12-04,9999-01-01
68446,d002,1996-01-29,9999-01-01
68447,d005,1996-11-27,9999-01-01
68448,d005,1990-03-14,9999-01-01
68449,d005,1997-07-07,9999-01-01
68450,d005,1988-03-23,1999-10-31
68450,d008,1999-10-31,9999-01-01
68451,d004,1999-03-02,9999-01-01
68452,d005,1999-08-03,1999-10-02
68453,d004,1995-01-28,9999-01-01
68454,d005,1988-05-16,9999-01-01
68455,d004,1994-09-30,1997-01-15
68456,d005,1999-07-19,9999-01-01
68457,d005,1988-10-09,1999-05-24
68458,d007,1995-07-24,9999-01-01
68459,d004,1994-07-27,9999-01-01
68460,d005,1999-04-11,2001-02-21
68460,d008,1998-09-24,1999-04-11
68461,d009,1999-05-15,9999-01-01
68462,d004,1997-11-27,9999-01-01
68463,d006,1995-03-17,9999-01-01
68464,d007,1994-06-09,9999-01-01
68465,d004,1989-09-06,9999-01-01
68466,d004,1987-03-09,1989-11-07
68467,d005,1989-06-04,9999-01-01
68468,d005,1989-11-26,9999-01-01
68469,d001,1990-06-05,9999-01-01
68470,d004,1994-04-24,9999-01-01
68471,d004,1996-12-20,9999-01-01
68471,d008,1990-08-10,1996-12-20
68472,d004,1989-04-14,9999-01-01
68473,d005,1998-10-05,9999-01-01
68474,d007,1991-02-24,9999-01-01
68475,d006,1987-03-03,1993-04-12
68476,d002,1997-11-06,2001-12-24
68477,d004,1989-08-20,9999-01-01
68478,d003,1988-08-20,9999-01-01
68479,d008,1996-02-06,9999-01-01
68480,d004,1989-05-27,9999-01-01
68480,d006,1987-03-16,1989-05-27
68481,d003,2000-01-15,9999-01-01
68482,d004,1999-12-09,9999-01-01
68483,d005,1990-06-21,9999-01-01
68484,d007,1989-01-05,1989-11-21
68485,d005,1991-05-24,9999-01-01
68486,d007,1994-10-16,9999-01-01
68487,d001,1994-01-28,9999-01-01
68488,d006,1995-11-12,9999-01-01
68489,d009,1995-07-18,9999-01-01
68490,d005,1987-08-17,1998-12-18
68490,d008,1998-12-18,9999-01-01
68491,d009,1997-05-08,9999-01-01
68492,d006,1989-04-21,9999-01-01
68493,d004,1995-05-24,1998-11-28
68494,d002,1992-06-05,9999-01-01
68495,d004,1997-05-03,9999-01-01
68496,d005,1993-01-21,9999-01-01
68497,d004,1996-08-22,9999-01-01
68498,d005,1986-06-21,9999-01-01
68499,d004,1985-11-16,9999-01-01
68500,d007,1988-10-11,1993-11-06
68500,d009,1993-11-06,9999-01-01
68501,d005,1988-01-03,1989-11-03
68502,d004,1993-03-16,9999-01-01
68503,d005,1993-12-27,9999-01-01
68504,d006,1997-04-10,9999-01-01
68505,d004,1993-02-20,9999-01-01
68506,d008,1996-09-24,9999-01-01
68507,d007,1997-03-20,9999-01-01
68508,d005,1985-06-06,9999-01-01
68509,d004,1998-07-05,2001-04-13
68509,d009,2001-04-13,2001-06-11
68510,d002,1986-01-11,9999-01-01
68511,d005,1990-10-30,9999-01-01
68512,d006,1997-06-09,9999-01-01
68513,d004,1997-10-25,9999-01-01
68514,d001,1987-03-19,9999-01-01
68515,d003,1995-09-28,9999-01-01
68516,d008,1999-01-12,9999-01-01
68517,d003,1999-10-15,9999-01-01
68518,d005,1990-09-07,1994-06-20
68519,d008,1985-09-19,1999-06-14
68520,d004,2000-03-17,9999-01-01
68520,d006,1994-07-26,2000-03-17
68521,d007,1997-11-05,9999-01-01
68522,d004,1992-10-06,9999-01-01
68523,d004,1998-06-10,9999-01-01
68524,d007,1994-10-11,1996-09-13
68525,d008,1996-10-01,9999-01-01
68526,d005,1988-01-07,9999-01-01
68527,d007,1988-02-20,9999-01-01
68528,d006,1991-12-20,9999-01-01
68529,d004,1993-03-23,1999-04-25
68530,d006,1988-11-09,9999-01-01
68531,d004,2000-10-14,9999-01-01
68531,d009,1994-11-19,2000-10-14
68532,d006,1990-02-15,9999-01-01
68533,d005,1989-07-14,9999-01-01
68534,d003,1993-07-19,9999-01-01
68535,d006,1985-12-17,9999-01-01
68536,d005,1999-04-24,9999-01-01
68537,d005,1991-03-15,1992-02-01
68538,d001,1991-11-22,9999-01-01
68539,d007,1992-06-29,9999-01-01
68540,d005,1992-02-09,1997-03-21
68540,d008,1997-03-21,9999-01-01
68541,d007,1997-04-20,9999-01-01
68542,d004,1990-02-22,9999-01-01
68543,d007,1985-02-22,9999-01-01
68544,d004,1999-08-25,9999-01-01
68545,d008,1994-05-01,1999-02-13
68546,d004,1997-11-03,2001-12-01
68547,d007,1985-10-10,1989-03-30
68548,d002,1986-01-03,1996-05-11
68549,d004,1987-03-06,9999-01-01
68550,d005,1994-03-02,1994-12-21
68550,d008,1994-12-21,9999-01-01
68551,d004,1997-11-10,1998-04-04
68552,d009,1997-03-13,9999-01-01
68553,d003,1993-08-10,9999-01-01
68554,d005,1990-06-16,9999-01-01
68555,d007,1996-11-25,9999-01-01
