emp_no,salary,from_date,to_date
67507,40000,1992-11-19,1993-11-19
67508,59415,1999-02-18,2000-02-18
67509,53094,1998-01-28,1999-01-28
67510,48608,1990-08-18,1991-08-18
67511,40000,1988-10-03,1989-10-03
67512,93694,1992-11-26,1993-11-26
67513,60541,1996-05-27,1997-05-27
67514,40000,1993-04-30,1994-04-30
67515,65165,1997-01-11,1998-01-11
67516,51451,1991-01-22,1992-01-22
67517,46650,1993-06-18,1994-06-18
67518,43311,1994-12-29,1995-12-29
67519,48755,1998-08-27,1999-08-27
67520,62863,1992-08-19,1993-08-19
67521,40000,1985-09-12,1986-09-12
67522,76336,1990-06-10,1991-06-10
67523,44111,1988-12-06,1989-12-06
67524,43624,1997-03-01,1997-07-28
67525,46943,1994-02-26,1995-02-26
67526,44569,1994-04-21,1995-04-21
67527,40728,1997-09-16,1998-09-16
67528,59706,1997-08-29,1998-08-29
67529,45779,1990-08-10,1991-08-10
67530,70487,1993-04-01,1994-04-01
67531,40000,1994-10-29,1995-10-29
67532,40000,1999-01-30,2000-01-30
67533,46236,1989-11-07,1990-11-07
67534,40000,1992-06-04,1993-06-04
67535,53218,1989-07-05,1990-07-05
67536,56936,1994-05-29,1995-05-29
67537,68252,1986-12-10,1987-12-10
67538,40000,1998-07-28,1999-07-28
67539,82221,1996-03-06,1997-03-06
67540,40000,1986-12-31,1987-12-31
67541,66231,1986-03-03,1987-03-03
67542,42852,1997-11-03,1998-11-03
67543,42648,1995-07-29,1996-07-28
67544,40000,1991-04-18,1992-04-17
67545,43316,1997-03-25,1997-06-22
67546,40000,1985-11-14,1986-11-14
67547,47437,1994-03-28,1995-03-28
67548,40000,1998-06-27,1999-06-27
67549,40000,1987-06-03,1988-06-02
67550,69940,1996-02-27,1997-02-26
67551,40000,1987-03-12,1988-03-11
67552,40905,1994-10-23,1995-10-23
67553,66416,1987-07-02,1988-07-01
67554,41865,1985-02-23,1986-02-23
67555,71312,1988-01-05,1989-01-04
67556,40000,1997-07-18,1998-07-18
67557,47112,1997-10-01,1998-10-01
67558,40000,1998-08-24,1999-08-24
67559,53200,1987-08-22,1988-08-21
67560,60535,1997-09-13,1998-09-13
67561,64847,1994-10-20,1995-08-03
67562,40000,1999-06-11,2000-06-10
67563,45824,1998-01-07,1999-01-07
67564,40000,1998-07-20,1999-07-20
67565,71262,1993-11-20,1994-11-20
67566,75943,1994-12-27,1995-12-27
67567,53312,1998-12-26,1999-12-26
67568,40000,1995-11-03,1996-11-02
67569,65855,1990-09-25,1991-09-25
67570,79607,1987-01-16,1988-01-16
67571,40000,1986-12-10,1987-12-10
67572,40000,1988-08-18,1989-08-18
67573,40000,1991-08-07,1992-08-06
67574,40000,1987-02-04,1988-02-04
67575,41667,1996-07-18,1997-07-18
67576,68783,1994-02-05,1995-02-05
67577,58055,1994-10-13,1995-10-13
67578,57542,1992-01-30,1993-01-29
67579,63808,1997-01-04,1998-01-04
67580,40000,1985-08-02,1986-08-02
67581,40000,1986-08-26,1987-08-26
67582,47544,1999-09-07,2000-09-06
67583,41905,1997-08-17,1998-08-17
67584,49746,1995-05-13,1996-05-12
67585,43124,1995-04-07,1996-04-05
67586,40000,1991-02-26,1992-02-26
67587,40000,1987-10-14,1988-10-13
67588,51183,1987-06-01,1988-05-31
67589,40000,1989-10-17,1990-10-17
67590,45071,1996-12-14,1997-12-14
67591,40000,1990-02-24,1991-02-24
67592,56975,1985-06-15,1986-06-15
67593,42038,1989-03-14,1990-03-14
67594,49158,1987-02-20,1988-02-20
67595,59969,1986-08-16,1987-08-16
67596,75767,1993-01-21,1994-01-21
67597,83778,1989-02-07,1990-02-07
67598,40000,1998-07-19,1999-07-19
67599,40000,1990-04-20,1991-04-20
67600,41047,1990-07-30,1991-07-30
67601,44041,1991-05-17,1992-05-16
67602,55006,1985-03-30,1986-03-30
67603,82015,1998-01-21,1999-01-21
67604,40000,1992-11-15,1993-11-15
67605,40000,1991-09-18,1992-09-17
67606,71646,1986-09-01,1987-09-01
67607,65169,1992-04-08,1993-04-08
67608,65536,1987-08-16,1988-08-15
67609,58305,1986-06-12,1987-06-12
67610,67944,1985-02-10,1986-02-10
67611,57523,1991-10-23,1992-10-22
67612,41936,1996-01-11,1997-01-10
67613,44582,1985-09-29,1986-09-29
67614,44382,1995-01-06,1996-01-06
67615,71079,1996-10-03,1997-10-03
67616,59152,1991-05-22,1992-05-21
67617,40399,1996-10-31,1997-10-31
67618,48361,1991-06-13,1992-06-12
67619,63827,1993-02-28,1994-02-28
67620,62744,1985-10-11,1986-10-11
67621,40000,1996-12-26,1997-12-26
67622,49389,1993-12-07,1994-12-06
67623,41933,1993-10-15,1994-10-15
67624,40000,1986-08-04,1987-08-04
67625,64705,1992-10-07,1993-10-07
67626,44882,1989-06-12,1990-06-12
67627,40000,1988-01-11,1989-01-10
67628,55169,1997-04-27,1998-04-27
67629,55819,1998-08-12,1999-08-12
67630,64665,1999-11-21,2000-11-20
67631,40907,1989-01-13,1990-01-13
67632,40000,1991-03-10,1992-03-09
67633,65291,1989-09-09,1990-09-09
67634,60307,2000-01-21,2000-05-21
67635,43788,1988-10-06,1989-10-06
67636,40000,1991-09-18,1992-09-17
67637,53586,1991-01-06,1992-01-06
67638,40000,1986-03-14,1987-03-14
67639,60716,1986-08-25,1987-08-25
67640,40000,1986-05-31,1987-05-31
67641,51696,1991-12-13,1992-12-12
67642,40000,1988-11-06,1989-11-06
67643,72726,1995-09-19,1996-09-18
67644,45765,1998-01-04,1999-01-04
67645,57966,1987-07-07,1988-07-06
67646,40166,1985-08-24,1986-08-24
67647,40000,1995-05-02,1996-05-01
67648,40000,1992-07-14,1993-07-14
67649,40000,1985-06-12,1986-06-12
67650,42512,1990-12-23,1991-12-23
67651,70174,1997-12-16,1998-12-16
67652,51557,1994-08-21,1995-08-21
67653,49386,1990-07-18,1991-07-18
67654,69751,1999-05-24,1999-08-06
67655,60866,1993-03-08,1994-03-08
67656,40000,1988-04-04,1989-04-04
67657,53972,1990-08-27,1991-08-27
67658,40000,1993-07-20,1994-07-20
67659,58564,1995-10-01,1996-09-30
67660,85785,1994-08-29,1995-08-29
67661,67864,1986-07-26,1987-07-26
67662,113007,1990-04-23,1991-04-23
67663,49007,1985-06-20,1986-06-20
67664,61472,1990-03-28,1991-03-28
67665,75666,1996-03-17,1997-03-17
67666,48917,1990-05-27,1991-05-27
67667,40000,1985-09-01,1986-09-01
67668,54830,1993-06-08,1994-06-08
67669,52993,1991-10-20,1992-10-19
67670,40000,1987-08-10,1988-08-09
67671,67602,1993-05-16,1994-05-16
67672,50006,1998-02-25,1999-02-25
67673,63075,1986-12-22,1987-12-22
67674,43932,1998-01-10,1999-01-10
67675,42889,1988-05-27,1989-05-27
67676,51450,1995-11-04,1996-11-03
67677,81635,1989-07-20,1990-07-20
67678,63151,1988-06-19,1989-06-19
67679,87676,1995-06-24,1996-06-23
67680,62082,1994-05-03,1995-05-03
67681,54533,1999-04-06,2000-04-05
67682,47969,1990-03-24,1991-03-24
67683,44038,1992-10-07,1993-10-07
67684,40000,1999-01-14,2000-01-14
67685,78470,1993-09-08,1993-10-30
67686,64939,1991-01-07,1992-01-07
67687,54965,1997-05-27,1998-05-27
67688,40000,1995-11-03,1996-11-02
67689,59857,1989-08-27,1990-08-27
67690,71303,1997-09-14,1998-09-14
67691,40000,1993-04-16,1994-04-16
67692,40000,1990-06-18,1991-06-18
67693,47520,1996-07-30,1997-07-30
67694,54971,1986-10-26,1987-10-25
67695,77290,1988-11-10,1989-11-10
67696,47166,1995-06-30,1996-06-29
67697,40000,1997-07-24,1998-07-24
67698,78211,1992-08-27,1992-09-23
67699,75663,1987-07-04,1988-07-03
67700,71584,1994-07-18,1995-07-18
67701,40000,1998-07-15,1999-07-15
67702,84301,1999-09-23,2000-02-18
67703,49452,1986-03-01,1987-03-01
67704,43629,1992-04-22,1993-04-22
67705,67943,1990-06-30,1990-07-16
67706,75738,1992-02-07,1993-02-06
67707,40000,1997-10-31,1998-10-31
67708,84856,1995-04-24,1996-04-23
67709,49191,1989-07-21,1990-07-21
67710,70103,1991-11-09,1992-11-08
67711,41914,1986-11-15,1987-11-15
67712,40000,1985-04-13,1986-04-13
67713,57136,1999-09-03,2000-07-02
67714,53826,1992-07-09,1993-07-09
67715,40000,1991-08-11,1992-08-10
67716,55199,1985-11-14,1986-11-14
67717,40000,1997-11-29,1998-11-29
67718,40000,1985-11-24,1986-11-24
67719,56732,1997-01-25,1997-03-31
67720,52468,1988-06-21,1989-06-21
67721,40000,1987-06-12,1988-06-11
67722,46653,1996-12-21,1997-09-02
67723,40000,1996-09-09,1997-09-09
67724,48116,1994-06-10,1995-06-10
67725,63320,1993-12-11,1994-12-11
67726,40000,1992-02-11,1993-02-10
67727,40000,1995-07-13,1996-07-12
67728,57269,1993-11-15,1994-11-15
67729,40000,1986-08-24,1987-08-24
67730,43222,1994-11-05,1995-11-05
67731,71105,1993-09-07,1994-09-07
67732,40000,1985-06-10,1986-06-10
67733,44046,1995-12-28,1996-12-27
67734,65693,1991-09-25,1992-09-24
67735,40000,1987-10-08,1988-10-07
67736,61830,1992-06-29,1993-06-29
67737,40684,1990-11-16,1991-11-16
67738,88022,1997-11-16,1998-02-22
67739,52925,1994-09-20,1995-09-20
67740,42141,1987-10-15,1988-10-14
67741,58417,1994-05-21,1995-05-21
67742,41346,1992-07-07,1993-07-07
67743,40000,1991-09-01,1992-08-31
67744,40000,1987-08-22,1988-08-21
67745,53016,1993-04-25,1994-04-25
67746,60586,2000-01-30,2001-01-29
67747,72529,1987-05-04,1988-05-03
67748,46992,1996-05-24,1997-05-24
67749,60829,1987-12-26,1988-12-25
67750,40000,1995-10-25,1996-10-24
67751,91910,1995-03-24,1996-03-23
67752,64979,1998-04-15,1999-04-15
67753,61235,1990-07-18,1991-07-18
67754,40000,1987-09-28,1988-09-27
67755,66313,1995-11-21,1996-11-20
67756,61406,1991-08-03,1992-08-02
67757,45164,1996-07-23,1997-07-23
67758,47165,1988-04-21,1989-04-21
67759,48894,1990-08-22,1991-08-22
67760,40000,1994-02-20,1995-02-20
67761,40000,1996-07-14,1997-07-14
67762,43430,1994-08-03,1995-08-03
67763,40000,1991-07-17,1992-07-16
67764,56482,1989-10-31,1990-10-31
67765,50387,1991-02-12,1992-02-12
67766,48844,1985-04-08,1986-04-08
67767,40000,1997-09-06,1998-09-06
67768,62863,1992-08-18,1993-08-18
67769,40000,1995-09-23,1996-09-22
67770,40000,1990-11-14,1991-11-14
67771,40000,1985-09-26,1986-09-26
67772,66405,1998-01-27,1999-01-27
67773,40000,1987-11-26,1988-11-25
67774,40000,1991-01-26,1992-01-26
67775,40000,1993-03-02,1994-03-02
67776,92931,1997-01-11,1998-01-11
67777,63233,1992-11-12,1993-11-12
67778,79648,1998-10-31,1999-10-31
67779,70776,1985-10-08,1986-10-08
67780,48214,1987-07-25,1988-07-24
67781,43321,1985-09-09,1986-09-09
67782,47724,1986-04-05,1987-04-05
67783,70931,1996-12-15,1997-12-15
67784,77837,1998-06-17,1999-06-17
67785,40000,1991-01-20,1992-01-20
67786,71101,1990-12-09,1991-12-09
67787,45453,1989-10-14,1990-10-14
67788,86678,1991-12-05,1992-12-04
67789,77194,1999-08-15,2000-08-14
67790,40000,1994-05-13,1995-05-13
67791,56972,1998-10-02,1999-10-02
67792,70853,1998-05-11,1999-05-11
67793,49105,1988-02-25,1989-02-24
67794,40000,1985-10-09,1986-10-09
67795,52819,1992-05-09,1993-05-09
67796,40000,1987-11-30,1988-11-29
67797,40000,1998-09-01,1999-09-01
67798,40280,1985-05-12,1986-05-12
67799,48111,1998-08-29,1999-08-29
67800,46167,1996-10-25,1997-10-25
67801,71079,1995-07-02,1996-07-01
67802,96932,1995-06-08,1996-06-07
67803,55011,1990-06-22,1991-06-22
67804,62747,1986-01-11,1987-01-11
67805,62524,1992-07-05,1993-07-05
67806,40739,1991-05-27,1992-05-26
67807,53000,1988-04-08,1989-04-08
67808,40000,1985-10-08,1986-10-08
67809,87651,1996-08-01,1997-08-01
67810,40000,1991-12-23,1992-12-22
67811,70180,1998-08-06,1999-08-06
67812,40000,1997-01-13,1998-01-13
67813,44188,1992-05-10,1993-05-10
67814,63453,1989-03-20,1990-03-20
67815,47975,1987-09-28,1988-09-27
67816,40000,1989-12-09,1990-12-09
67817,40000,1992-02-10,1993-02-09
67818,56949,1989-01-24,1990-01-24
67819,40000,1995-01-30,1996-01-30
67820,50975,1993-12-25,1994-12-25
67821,47131,1994-01-28,1995-01-28
67822,43474,1992-05-08,1993-05-08
67823,55990,1988-02-17,1989-02-16
67824,62007,1992-02-07,1993-02-06
67825,40000,1996-08-28,1997-08-28
67826,62803,1993-12-23,1994-12-23
67827,41259,1996-02-17,1997-02-16
67828,40000,1993-04-07,1994-04-07
67829,40000,1985-08-09,1986-08-09
67830,55846,1990-01-31,1991-01-31
67831,40000,1996-12-07,1997-12-07
67832,60184,1987-12-28,1988-12-27
67833,66291,1990-11-02,1991-11-02
67834,43322,1993-08-23,1994-08-23
67835,58660,1992-02-22,1993-02-21
67836,48562,1991-11-27,1992-11-24
67837,64453,1999-06-27,2000-06-26
67838,40000,1988-09-24,1989-09-24
67839,40046,1998-08-12,1999-08-12
67840,59246,1999-11-30,2000-11-29
67841,59329,1986-08-03,1987-08-03
67842,68169,1992-04-15,1993-04-15
67843,40000,1995-01-08,1996-01-08
67844,40000,1996-12-27,1997-12-27
67845,70932,1995-02-04,1996-02-04
67846,70981,1994-09-09,1995-09-09
67847,88135,1990-07-26,1991-07-26
67848,40000,1986-12-22,1987-12-22
67849,40000,1992-02-16,1993-02-15
67850,48917,1986-12-02,1987-12-02
67851,67139,1998-11-13,1999-11-13
67852,40000,1997-01-05,1997-08-24
67853,40000,1988-10-20,1989-10-20
67854,44894,1992-05-16,1993-05-16
67855,40000,1988-10-14,1989-10-14
67856,65662,1998-05-19,1999-05-19
67857,40000,1996-08-19,1997-08-19
67858,40000,1995-09-07,1996-09-06
67859,40000,1990-02-13,1991-02-13
67860,67816,1998-07-20,1999-07-20
67861,63275,1999-03-10,2000-03-09
67862,75455,1988-12-11,1989-12-11
67863,42473,1991-03-22,1992-03-21
67864,40000,1990-04-13,1991-04-13
67865,65738,1993-08-28,1994-08-28
67866,40000,1987-11-23,1988-11-22
67867,40000,1997-01-16,1998-01-16
67868,42911,1985-06-20,1986-06-20
67869,46347,1993-01-18,1994-01-18
67870,47006,1991-06-27,1992-06-26
67871,40000,1995-07-17,1996-07-16
67872,61391,1990-02-11,1991-02-11
67873,57958,1990-11-22,1991-11-22
67874,42384,1988-03-05,1989-03-05
67875,63880,1992-02-26,1993-02-25
67876,40000,1991-09-01,1992-08-31
67877,50142,1991-10-22,1992-10-21
67878,90189,1995-12-25,1996-12-24
67879,40000,1991-10-21,1992-10-20
67880,60567,1991-05-19,1992-05-18
67881,72332,1987-10-06,1988-10-05
67882,85854,1986-02-03,1987-02-03
67883,55667,1989-12-14,1990-12-14
67884,48565,1987-01-02,1988-01-02
67885,40000,1991-07-25,1992-07-24
67886,75912,1996-04-22,1997-04-22
67887,43759,1989-04-16,1990-04-16
67888,72067,1985-05-15,1986-05-15
67889,42132,1995-12-25,1996-12-24
67890,58740,1991-03-12,1992-03-11
67891,61645,1996-01-29,1997-01-28
67892,53910,1999-11-27,2000-11-26
67893,40000,1998-11-24,1999-11-24
67894,51458,1995-01-18,1996-01-18
67895,40000,1990-06-13,1991-06-13
67896,47155,1985-03-08,1986-03-08
67897,40000,1987-01-13,1988-01-13
67898,40000,1992-04-17,1993-04-17
67899,46873,1992-10-05,1993-10-05
67900,68382,1988-11-04,1989-11-04
67901,50293,1993-03-05,1994-03-05
67902,40000,1986-11-11,1987-11-11
67903,68913,1993-09-27,1994-09-27
67904,40000,1991-03-04,1992-03-03
67905,40000,1999-03-15,2000-03-14
67906,55655,1988-07-01,1989-07-01
67907,53638,1999-02-27,2000-02-27
67908,50276,1998-08-26,1999-08-26
67909,55500,1989-12-10,1990-12-10
67910,55751,1993-09-22,1994-09-22
67911,59050,1990-10-26,1991-10-26
67912,46074,1985-07-18,1986-07-18
67913,49153,1995-08-20,1996-08-19
67914,47976,1993-03-26,1994-03-26
67915,49179,1993-12-10,1994-12-10
67916,47741,1986-05-19,1987-05-19
67917,56986,1993-09-08,1994-09-08
67918,45171,1995-04-07,1996-04-05
67919,58243,1987-04-27,1988-04-26
67920,40000,1987-10-31,1988-10-30
67921,42241,1998-08-03,1999-08-03
67922,44023,1991-04-23,1992-04-22
67923,57224,1986-04-20,1987-04-20
67924,40000,1995-02-17,1996-02-17
67925,40000,1992-01-13,1993-01-12
67926,42313,1990-12-30,1991-12-30
67927,40464,1990-04-03,1991-04-02
67928,40000,1996-06-03,1997-06-03
67929,40000,1993-10-05,1994-10-05
67930,82158,1997-10-10,1998-10-10
67931,40000,1985-02-20,1986-02-20
67932,40000,1993-02-16,1994-02-16
67933,52211,1997-02-28,1998-02-28
67934,54347,1985-03-07,1986-03-07
67935,40000,1998-09-12,1999-09-12
67936,40000,1990-05-15,1991-05-15
67937,46209,1987-06-09,1988-06-08
67938,54781,1996-02-14,1997-02-13
67939,46847,1995-02-22,1996-02-22
67940,79694,1988-12-06,1989-12-06
67941,61461,1994-01-01,1995-01-01
67942,40000,1988-08-27,1989-08-27
67943,44454,1993-04-28,1994-04-28
67944,42199,1989-03-11,1990-03-11
67945,40018,1987-10-24,1988-10-23
67946,40000,1987-01-12,1988-01-12
67947,90343,1992-01-30,1993-01-29
67948,40274,1987-06-30,1988-06-29
67949,40000,1988-07-08,1989-07-08
67950,94442,1985-10-20,1986-10-20
67951,56385,1998-12-16,1999-12-16
67952,40000,1992-05-03,1993-05-03
67953,77714,1985-09-25,1986-09-25
67954,40000,1992-10-11,1993-10-11
67955,89339,1998-05-19,1998-10-20
67956,71601,1985-08-05,1986-08-05
67957,42659,1993-02-09,1994-02-09
67958,56018,1998-07-16,1999-07-16
67959,50247,1998-03-18,1999-03-18
67960,48931,1998-08-07,1999-08-07
67961,62483,1998-09-22,1999-09-22
67962,66312,1985-12-21,1986-12-21
67963,53102,1993-12-17,1994-12-17
67964,51900,1998-10-02,1999-10-02
67965,40657,1999-12-11,2000-12-10
67966,71280,1992-12-23,1993-12-23
67967,40000,1987-11-11,1988-11-10
67968,49587,1994-07-21,1995-07-21
67969,40000,1991-01-10,1992-01-10
67970,82596,1985-03-23,1986-03-23
67971,61240,1985-10-28,1986-10-28
67972,40000,1995-09-06,1996-09-05
67973,43085,1996-10-16,1997-10-16
67974,53314,1993-02-19,1994-02-19
67975,40000,1993-07-05,1994-07-05
67976,43552,1999-11-22,2000-11-21
67977,59880,1996-01-07,1997-01-06
67978,104507,1993-12-20,1994-12-20
67979,48186,1993-10-28,1994-10-28
67980,75684,1994-11-16,1995-11-16
67981,40000,1993-08-10,1994-08-10
67982,41097,1989-11-21,1990-11-21
67983,40912,1996-10-01,1997-10-01
67984,44127,1991-03-20,1992-03-19
67985,42826,1991-04-02,1992-04-01
67986,46249,1987-06-25,1988-06-24
67987,61903,1998-09-26,1999-09-26
67988,40000,1996-11-29,1997-11-29
67989,67666,1986-12-23,1987-12-23
67990,48789,1986-12-27,1987-12-27
67991,40000,1987-11-03,1988-11-02
67992,40000,1994-07-30,1995-07-30
67993,77168,1994-12-28,1995-12-28
67994,56017,1991-11-02,1992-11-01
67995,57015,1992-06-10,1993-06-10
67996,46656,1999-07-29,2000-07-28
67997,40000,1988-03-06,1989-03-06
67998,40000,1989-11-04,1990-11-04
67999,101561,1985-07-28,1986-07-28
68000,67482,1995-12-12,1996-12-11
68001,40000,1986-12-12,1987-12-12
68002,66228,1987-05-12,1988-05-11
68003,40000,1988-11-21,1989-11-21
68004,45184,1986-10-22,1987-10-22
68005,56329,1989-06-08,1990-06-08
68006,83254,1986-06-16,1987-06-16
68007,43819,1989-11-24,1990-11-24
68008,40000,1997-05-03,1998-05-03
68009,42654,1994-08-15,1995-08-15
68010,40000,1987-10-25,1988-10-24
68011,40000,1993-03-09,1994-03-09
68012,48294,1996-03-07,1997-03-07
68013,45471,1986-08-28,1987-08-28
68014,67511,1988-08-18,1989-08-18
68015,40000,1986-07-04,1987-07-04
68016,68303,1995-03-26,1996-03-25
68017,40000,1985-06-14,1986-06-14
68018,40000,1990-05-09,1991-05-09
68019,40000,1989-11-18,1990-11-18
68020,40000,1998-05-12,1999-05-12
68021,64788,1985-09-17,1986-09-17
68022,40000,1995-05-07,1996-05-06
68023,41347,1991-04-28,1992-04-27
68024,47901,1991-08-14,1992-08-13
68025,79938,1988-08-27,1989-08-27
68026,50822,1990-01-07,1991-01-07
68027,40867,1985-05-30,1986-05-30
68028,72953,1985-09-29,1986-09-29
68029,44319,1998-01-11,1998-06-02
68030,50579,1999-01-02,2000-01-02
68031,68504,1991-09-26,1992-09-25
68032,79474,1986-09-27,1987-09-27
68033,66334,1989-07-01,1990-07-01
68034,40000,1986-04-09,1987-04-09
68035,40582,1993-03-08,1994-03-08
68036,41720,1996-04-01,1996-10-31
68037,40000,1990-02-10,1991-02-10
68038,73542,1993-11-01,1994-11-01
68039,40000,1989-12-17,1990-12-17
68040,74075,1996-05-03,1997-05-03
68041,46398,1997-05-08,1998-05-08
68042,68180,1987-11-14,1988-11-13
68043,40000,1988-10-21,1989-10-21
68044,40822,1996-12-14,1997-12-14
68045,40000,1995-03-15,1996-03-14
68046,40000,1994-09-20,1995-09-20
68047,53739,1997-11-01,1998-11-01
68048,40000,1990-01-24,1991-01-24
68049,79514,1987-10-07,1988-10-06
68050,61204,1996-01-28,1997-01-27
68051,40000,1986-06-13,1987-06-13
68052,62660,1991-01-19,1992-01-19
68053,49525,1999-03-26,2000-03-25
68054,40000,1988-04-01,1989-04-01
68055,52916,1986-01-03,1987-01-03
68056,70450,1996-04-10,1997-04-10
68057,40000,1992-06-12,1993-06-12
68058,98108,1994-12-23,1995-12-23
68059,40000,1986-04-12,1987-04-12
68060,54908,1995-04-23,1996-04-22
68061,64222,1996-10-08,1997-10-08
68062,58402,1996-09-05,1997-09-05
68063,43681,1989-04-05,1990-04-05
68064,45287,1992-05-21,1993-05-21
68065,68496,1999-11-05,2000-11-04
68066,80099,1996-06-09,1997-06-09
68067,43564,1996-07-24,1997-07-24
68068,70247,1989-01-05,1990-01-05
68069,40000,1986-07-31,1987-07-31
68070,69739,1989-03-17,1990-03-17
68071,62997,1988-06-26,1989-06-26
68072,51504,1998-08-04,1999-08-04
68073,56806,1992-10-08,1993-10-08
68074,45258,1995-12-23,1996-12-22
68075,40787,1992-10-16,1993-10-16
68076,40000,1999-02-01,2000-02-01
68077,73708,1995-01-26,1996-01-26
68078,60832,1993-09-01,1994-09-01
68079,40000,1988-06-25,1989-06-25
68080,40000,1986-06-29,1987-06-29
68081,40072,1988-03-02,1989-03-02
68082,44676,1999-07-07,2000-07-06
68083,52108,1994-12-11,1995-12-11
68084,47800,1994-11-02,1995-11-02
68085,60853,1994-09-12,1995-09-12
68086,108929,1985-07-30,1986-07-30
68087,41712,1994-08-23,1995-08-23
68088,46773,1998-01-08,1999-01-08
68089,72032,1993-01-25,1994-01-25
68090,40000,1999-11-12,2000-11-11
68091,53429,1997-09-29,1998-09-29
68092,79435,1989-07-27,1990-07-27
68093,40000,1993-01-28,1994-01-28
68094,50330,1990-03-01,1991-03-01
68095,52029,1985-03-23,1986-03-23
68096,46272,1988-09-21,1989-09-21
68097,41563,1989-04-25,1989-06-08
68098,44164,1995-05-29,1996-05-28
68099,45757,1987-07-29,1988-07-28
68100,67415,1999-12-23,2000-12-22
68101,41968,1987-06-03,1988-06-02
68102,40000,1996-10-07,1997-10-07
68103,40000,1994-09-06,1995-09-06
68104,40000,1993-03-14,1994-03-14
68105,40000,1988-07-01,1989-07-01
68106,40000,1997-04-02,1998-04-02
68107,40000,1998-04-21,1999-04-21
68108,63812,1998-01-23,1999-01-23
68109,65452,1992-07-23,1993-07-23
68110,40000,1993-10-05,1994-10-05
68111,40000,1992-05-04,1993-05-04
68112,44390,1999-05-05,2000-05-04
68113,61175,1992-04-30,1993-04-30
68114,47237,1989-11-23,1990-11-23
68115,47570,1997-04-16,1998-04-16
68116,53950,1993-12-30,1994-12-30
68117,57459,1994-08-13,1995-08-13
68118,72166,1985-11-21,1986-11-21
68119,40000,1994-05-16,1995-05-16
68120,51647,1986-08-26,1987-08-26
68121,40000,1997-04-22,1998-04-22
68122,40813,1994-02-20,1995-02-20
68123,80926,1996-04-06,1997-04-06
68124,40000,1987-03-09,1988-03-08
68125,40000,1986-02-07,1987-02-07
68126,66622,1994-08-31,1995-08-31
68127,59834,1995-10-19,1996-10-18
68128,54246,1987-10-04,1988-10-03
68129,78889,1991-05-29,1992-05-28
68130,79091,1994-10-28,1995-10-28
68131,40000,1990-10-29,1991-10-29
68132,40000,1991-06-04,1992-06-03
68133,40000,1987-01-18,1988-01-18
68134,61148,1986-03-24,1987-03-24
68135,49925,1988-01-19,1989-01-18
68136,40000,1990-12-05,1991-12-05
68137,66054,1999-03-12,2000-03-11
68138,40000,1994-08-04,1995-08-04
68139,66374,1995-11-18,1996-11-17
68140,77599,1998-12-06,1999-12-06
68141,80915,1990-05-22,1991-05-22
68142,73185,1989-10-12,1990-10-12
68143,47658,1986-04-14,1987-04-14
68144,40316,1985-03-12,1986-03-12
68145,40000,1995-07-17,1996-07-16
68146,61965,1993-09-29,1994-09-29
68147,40000,1998-01-31,1999-01-31
68148,41288,1991-08-25,1992-08-24
68149,60722,1998-09-28,1999-09-28
68150,40000,1998-07-24,1999-07-24
68151,74774,1994-06-19,1995-06-19
68152,69829,1988-05-26,1989-05-26
68153,58222,1991-11-13,1992-11-12
68154,56187,1999-12-10,2000-12-09
68155,40000,1995-03-26,1996-03-25
68156,45746,1992-01-12,1993-01-11
68157,55474,1993-04-22,1994-04-22
68158,40000,1998-11-24,1999-11-24
68159,47909,1989-12-09,1990-12-09
68160,63090,1992-04-01,1993-04-01
68161,40000,1987-08-09,1988-08-08
68162,60991,1995-04-06,1996-04-04
68163,40000,1996-02-27,1997-01-31
68164,58115,1999-05-04,2000-05-03
68165,40000,1994-06-17,1995-06-17
68166,53203,1996-11-04,1997-11-04
68167,45225,1998-01-02,1999-01-02
68168,46332,1987-03-18,1988-03-17
68169,58403,1993-04-08,1994-04-08
68170,60720,1986-11-30,1987-11-30
68171,81797,1993-07-12,1994-07-12
68172,40000,1991-01-18,1992-01-18
68173,40000,1987-05-20,1988-05-19
68174,81743,1990-06-19,1991-06-19
68175,40000,1985-09-14,1986-09-14
68176,46124,1993-11-02,1994-11-02
68177,40000,1990-05-11,1991-05-11
68178,40000,1986-07-31,1987-07-31
68179,40000,1985-08-13,1986-08-13
68180,78906,1992-11-26,1993-11-26
68181,48974,1999-09-11,2000-09-10
68182,53764,1989-09-10,1990-09-10
68183,60723,1997-10-22,1998-10-22
68184,68715,1985-11-07,1986-11-07
68185,68371,1996-12-25,1997-12-25
68186,50733,1992-03-21,1993-03-21
68187,43892,1991-12-19,1992-12-18
68188,47023,1999-10-22,2000-10-21
68189,62246,1991-12-30,1992-12-29
68190,79690,1994-06-07,1995-06-07
68191,69552,1986-10-19,1987-10-19
68192,55611,1999-01-21,2000-01-21
68193,40000,1991-11-24,1992-11-23
68194,40000,1989-10-13,1990-10-13
68195,40000,1996-07-05,1997-07-05
68196,75177,1998-06-17,1999-06-17
68197,89469,1990-10-01,1991-10-01
68198,59768,1995-03-24,1996-03-23
68199,69041,1992-03-23,1993-03-23
68200,53510,1988-12-05,1989-12-05
68201,44209,1993-05-12,1994-05-12
68202,47880,1996-02-25,1997-02-24
68203,40000,1995-07-19,1996-07-18
68204,40000,1986-07-19,1987-07-19
68205,40000,1996-12-02,1997-12-02
